,vbeta_0,vbeta_1,vu_1,vu_2,vu_3,vu_4,vu_5,vu_6,vu_7,vu_8,vu_9,vu_10,vu_11,vu_12,vu_13,vu_14,vu_15,vu_16,vu_17,vu_18,vu_19,sigma2_vu,rho
8,0.363474992,0.881728751,0.377282688,0.414762449,0.719382461,0.381210787,0.369234581,0.473685036,0.39981283,0.402193992,0.401970727,0.423104895,0.478149567,0.485807067,0.358320065,0.350603232,0.54550874,0.758919789,0.418391159,0.438649388,0.66932734,0.172782644,0.937091428
59,0.372790792,0.82234201,0.667499199,0.531787964,0.558033147,0.537709503,0.519688222,0.536027963,0.539399461,0.535721544,0.510635223,0.561443648,0.494878778,0.566707668,0.530877453,0.516275516,0.524505664,0.535171864,0.480526516,0.569314215,0.503594291,0.229994871,0.914663067
14,0.406454531,0.850470233,0.448731563,0.577591609,0.673113885,0.620790306,0.471012708,0.470469777,0.553205783,0.672337998,0.812261544,0.647736217,0.54857054,0.562028862,0.646825062,0.833622632,0.585522511,0.601811246,0.552326814,0.502132089,0.56967041,0.138401005,0.90166485
95,0.412593618,0.91616416,0.511208635,0.44681497,0.620683797,0.562508509,0.542312062,0.407419753,0.520045173,0.478821249,0.547606649,0.538991791,0.565644609,0.558445995,0.634457388,0.542546113,0.296233791,0.56192518,0.682984161,0.677676362,0.607296965,0.064211319,0.982967642
43,0.449193223,0.972415285,0.493339287,0.509137368,0.491410016,0.480093942,0.522281648,0.508702061,0.480578653,0.6759511,0.493485218,0.863691081,0.512758373,0.634723433,0.491308231,0.543709465,0.467043705,0.541975559,0.812264962,0.460590028,0.45361243,0.213917886,0.950667096
85,0.466207066,0.893069786,0.704629453,0.688753702,0.597714862,0.648103479,0.420665687,0.624446302,0.643981153,0.662441714,0.551277073,0.648772149,0.609684349,0.746184766,0.742058025,0.694177861,0.63603003,0.537145023,0.646391311,0.483038376,0.649424605,0.135725758,0.957583316
48,0.469647618,0.684420069,0.730789634,0.765948052,0.839738618,0.643646848,0.567408651,0.812432082,0.654642202,0.742247076,0.757260882,0.518926403,0.667606197,0.826953446,0.575993289,0.589272308,0.787767375,0.900558369,0.598750727,0.576630869,0.630925635,0.165602232,0.791110566
94,0.469719472,0.819619358,0.69164035,0.718445995,0.625813242,0.647296103,0.654742558,0.598360803,0.621580886,0.677676149,0.655151736,0.690721645,0.638571341,0.689041816,0.586919499,0.623194473,0.675228176,0.688092668,0.680496161,0.646480699,0.651515331,0.272665449,0.906800059
79,0.476590067,0.669032334,0.508101159,0.640836667,0.609348191,0.501747378,0.516722357,0.559016134,0.523575197,0.544320255,0.527102722,0.632736092,0.50234518,0.469445429,0.614176061,0.545891578,0.556787071,0.526159161,0.526255919,0.522091798,0.527651528,0.044192462,0.836175104
100,0.480342401,0.964560645,0.473455824,0.490718969,0.600016161,0.584308206,0.553428538,0.156178529,0.595269707,0.562001551,0.561881074,0.601857891,0.545111932,0.607909504,0.590123409,0.606629082,0.589748322,0.561749538,0.562524677,0.542242022,0.564917803,0.115485071,0.840637443
49,0.480567477,0.79197904,0.521672505,0.505596564,0.780577645,0.646765876,0.639513558,0.575335665,0.650734243,0.742725394,0.548146211,0.598615583,0.577529697,0.517287709,0.500486931,0.562702146,0.500821344,0.588469662,0.470537113,0.528496837,0.552621361,0.192177,0.904759321
33,0.480830511,0.943143932,0.53919201,0.535694638,0.761589714,0.654498008,0.868251173,0.687253838,0.541777571,0.507109135,0.583923556,0.669773105,0.548152023,0.814398419,0.628807918,0.603684792,0.89012745,0.652076328,0.646254458,0.568890441,0.602527781,0.180495345,0.955148803
35,0.482322933,0.96655522,0.51598078,0.577885147,0.561487021,0.601657581,0.59029475,0.570296634,0.756386896,0.635051924,0.596139892,0.550903659,0.542374528,0.53684545,0.589743112,0.573943573,0.62272613,0.028586032,0.608141901,0.570051106,0.586295818,0.093477882,0.849127302
71,0.489453495,0.68517481,0.368046129,0.669569457,0.588291805,0.717290036,0.522041117,0.440654773,0.590271404,0.499562149,0.707644434,0.456950913,0.606152853,0.615837747,0.546553664,0.763022077,0.57252084,0.61229084,0.680079776,0.721203768,0.67322889,0.137188067,0.826263093
47,0.492554374,0.81586156,0.64363192,0.666252128,0.636465225,0.630822336,0.378591439,0.539997913,0.586437864,0.688575669,0.598145033,0.621938436,0.607620506,0.563724777,0.623440667,0.605412965,0.678031742,0.613573729,0.574762613,0.536668958,0.62502977,0.340297867,0.857262014
56,0.493840946,0.73472368,0.655657736,0.880764901,0.8862867,0.828658626,0.573290632,0.822486272,0.61710732,0.734813434,0.749906618,0.608989238,0.699479173,0.564474056,0.726660776,0.582075016,0.82347176,0.612600896,0.59997653,0.712657141,0.534211223,0.112932156,0.936254135
60,0.503810451,0.931829478,0.591013479,0.573693611,0.612772365,0.556542689,0.636985229,0.600820515,0.64234874,0.580713292,0.576430757,0.593727541,0.6459379,0.610665344,0.618327759,0.441595246,0.607621027,0.54425105,0.636429876,0.62063718,0.60996061,0.220094207,0.989383434
6,0.518324829,0.848992404,0.697685426,0.692479389,0.681153691,0.709411909,0.69509469,0.691960521,0.714940116,0.589480394,0.695081339,0.693922099,0.657394786,0.708353198,0.648744441,0.688048617,0.707706509,0.65721857,0.725291559,0.682909406,0.654387785,0.301718471,0.963263924
84,0.520476534,0.828366411,0.455633112,0.554108927,0.575877379,0.541757872,0.560536807,0.260019179,0.555019386,0.556236521,0.535329752,0.795051266,0.562425174,0.572088641,0.578772198,0.574710603,0.619886497,0.458661027,0.542401801,0.623048907,0.644010297,0.174813869,0.80750737
68,0.523883978,0.963110326,0.696125976,0.637467628,0.680743888,0.664044252,0.663907929,0.632474662,0.419704218,0.645059463,0.662618729,0.62775102,0.642236934,0.611609816,0.748122817,0.693919534,0.665772482,0.626526688,0.627634954,0.552085887,0.658085674,0.192557614,0.977195431
36,0.527268955,0.8484367,0.685293689,0.698473557,0.66847238,0.634387146,0.653991756,0.667891634,0.679268948,0.654189139,0.673697001,0.809540936,0.684637983,0.330779223,0.725466438,0.654924064,0.668367938,0.637606476,0.66767442,0.675780393,0.657552645,0.209275303,0.937570762
7,0.529747277,0.728593014,0.667198098,0.666724767,0.689192822,0.714562494,0.69519831,0.688446387,0.739083303,0.704859965,0.706350554,0.693631982,0.741954143,0.717665099,0.652761239,0.720403536,0.733249603,0.708500666,0.715555449,0.714868843,0.708989646,0.399500417,0.939814788
19,0.531566845,0.982298015,0.63140005,0.63364095,0.690913209,0.486828451,0.719762746,0.672055409,0.716447206,0.663581158,0.640027729,0.702446752,0.549384448,0.634340379,0.695083205,0.584690079,0.659692469,0.654977837,0.53643448,0.648033791,0.703978835,0.222081634,0.938390982
22,0.548315315,0.715491989,0.77481732,0.65244278,0.751998418,0.739242496,0.736231238,0.71293659,0.762841934,0.754660972,0.745037707,0.657750493,0.73769481,0.778351286,0.666583034,0.763989199,0.657264138,0.802706578,0.709622117,0.766977142,0.734794805,0.285217154,0.9433416
97,0.568480397,0.832466801,0.785206826,0.708351086,0.675159218,0.851054852,0.68233557,0.609265223,0.834729176,0.622755352,0.757431026,0.779328366,0.626592347,0.937730889,0.635484508,0.735686413,0.736007211,0.830150822,0.696285581,0.78632471,0.857912559,0.208947026,0.950341314
1,0.572672584,0.98683202,0.638436983,0.507599783,0.635402372,0.636787941,0.728742385,0.633724312,0.702821952,0.681759811,0.585791285,0.663455118,0.665815184,0.592269856,0.724232915,0.769664715,0.616416585,0.639979799,0.622655696,0.673957529,0.672123317,0.204516682,0.978757657
83,0.57521008,0.962766082,0.595205257,0.70127706,0.60895594,0.60409202,0.687072701,0.69393088,0.577226401,0.621163991,0.597896384,0.646703544,0.678298317,0.603759663,0.686965867,0.710221825,0.620622459,0.726747091,0.641219536,0.680577079,0.784693281,0.306245049,0.941058544
91,0.581003093,0.780737917,0.853164708,0.752033398,0.748151951,0.825099564,0.756162529,0.767188384,0.736740001,0.797402789,0.753653985,0.759350602,0.781847723,0.738521336,0.713146259,0.729775114,0.77238579,0.695176783,0.771645166,0.768095061,0.769355568,0.327330397,0.913535898
9,0.584810946,0.966070866,0.752714798,0.698655811,0.701151658,0.810741411,0.730330771,0.723691837,0.746383798,0.786504819,0.794061251,0.7422812,0.758053333,0.749794455,0.743210739,0.743886738,0.776907744,0.784542787,0.781976566,0.755559295,0.72124914,0.432120631,0.888722562
70,0.585254905,0.935675463,0.723211811,0.746616858,0.738250224,0.771349432,0.763142871,0.714509613,0.74921592,0.725699227,0.795395497,0.732890718,0.752947191,0.785954621,0.755689931,0.70627729,0.736544922,0.757982806,0.708621988,0.701889868,0.738521395,0.423688512,0.933756829
69,0.585495753,0.925573265,0.893080989,0.699448906,0.609257705,0.660468748,0.611654723,0.645807714,0.448790781,0.666719398,0.752986437,0.624581638,0.673115584,0.735911438,0.621282871,0.598049297,0.599424042,0.664067498,0.663650065,0.659160058,0.642317542,0.237064097,0.873040255
73,0.587231674,0.956335542,0.479503217,0.711916063,0.682681563,0.669866525,0.691502236,0.723272533,0.706968655,0.663322303,0.762817286,0.767315658,0.708226132,0.693405254,0.671460014,0.715566249,0.645697563,0.68505977,0.893903022,0.732832513,0.672576887,0.199446982,0.975965944
38,0.587307244,0.86345772,0.737301324,0.600055101,0.696183026,0.888428015,0.629277283,0.655670254,0.606617234,0.63288422,0.591366289,0.800254045,0.593040628,0.624653911,0.895054291,0.613863287,0.647173518,0.707270293,0.772716838,0.671796735,0.56424803,0.207737072,0.944329052
23,0.589754546,0.85035302,0.735638443,0.767872311,0.795947444,0.756392816,0.530745112,0.827563912,0.771485512,0.755179139,0.668183096,0.489100839,0.698066956,0.765566497,0.698708586,0.686952123,0.820883746,0.724901241,0.728082795,0.733066802,0.779689378,0.1382612,0.971829248
17,0.590123701,0.968956552,0.629176711,0.681877206,0.794099395,0.837906395,0.816164346,0.867342364,0.628381824,0.627069247,0.799370764,0.636009605,0.7518907,0.833763537,0.641928654,0.680748193,0.623752396,0.827836719,0.648471411,0.041316479,0.827495934,0.062281536,0.707386525
40,0.5960028,0.848067076,0.603127426,0.902854451,0.748194152,0.734456301,0.841036778,0.772336079,0.673110164,0.813873116,0.828792027,0.638527743,0.722580229,0.735809711,0.849325498,0.703229442,0.900824304,0.74643904,0.671571861,0.736567656,0.627681986,0.204724078,0.96070779
4,0.600260976,0.754824268,0.775401187,0.762765011,0.791732738,0.794897637,0.790001552,0.759082443,0.787327389,0.81269311,0.853613353,0.764132991,0.790209537,0.810551689,0.815228633,0.801321062,0.853266561,0.245722653,0.80818175,0.792063167,0.806978815,0.34127366,0.923168833
15,0.60042481,0.890441896,0.885433187,0.638075208,0.658129175,0.717640508,0.66789267,0.691785207,0.630293456,0.729242157,0.650060432,0.800932462,0.687493181,0.720863627,0.608780808,0.52757431,0.792653472,0.807825286,0.622424172,0.645726746,0.666344151,0.203301959,0.883387432
90,0.600645227,0.774217186,0.708311627,0.752657447,0.808956034,0.785856939,0.643890557,0.765340067,0.777956294,0.654190302,0.787793136,0.739748646,0.740734977,0.751127706,0.71768531,0.790708485,0.755337934,0.68786311,0.818317474,0.783776924,0.779557371,0.163392304,0.929926297
96,0.601879371,0.872343329,0.730044715,0.651957954,0.729257674,0.525135753,0.726970421,0.70884003,0.710698263,0.686182381,0.727730436,0.727436915,0.676922667,0.723813106,0.731430052,0.710331326,0.711617189,0.737112608,0.808292911,0.744346194,0.760819113,0.296519683,0.961278973
13,0.606966488,0.888735102,0.72615953,0.729140874,0.760425316,0.722235793,0.758936104,0.393035333,0.731110686,0.693627213,0.766688921,0.71100393,0.729127357,0.740139102,0.681563569,0.756716052,0.780015587,0.764165675,0.771884973,0.763417919,0.771223323,0.22659053,0.953327343
80,0.612062001,0.785604973,0.891111939,0.898528958,0.764636106,0.853256411,0.637297748,0.754519072,0.875515333,0.819017734,0.684262461,0.69763532,0.667787643,0.680739273,0.728893718,0.823118288,0.786086989,0.663028553,0.732242673,0.760166423,0.745715775,0.19223546,0.923221066
29,0.641498456,0.977133303,0.649604229,0.728726553,0.832979108,0.920892107,0.705296688,0.918269805,0.711483207,0.734759864,0.651617751,0.7679433,0.642266876,0.785109477,0.699365459,0.818053618,0.714114673,0.768671546,0.69737926,0.65214928,0.939206072,0.230754611,0.890905695
2,0.644018014,0.849853079,0.866789678,0.821649178,0.815646422,0.73713621,0.794159211,0.813144075,0.877786113,0.555110873,0.786591288,0.734731449,0.750655224,0.829939838,0.744374659,0.777047479,0.637270438,0.72065929,0.643858957,0.803646814,0.835011745,0.09541036,0.846027656
18,0.645377338,0.811447156,0.707397366,0.758486772,0.808323742,0.684359522,0.654945618,0.839544823,0.617184219,0.8669449,0.750105131,0.813362385,0.769357737,0.882307774,0.803228505,0.800455718,0.740866832,0.791504726,0.736856341,0.807699653,0.865311503,0.127662718,0.984427871
62,0.645386649,0.984069024,0.777330725,0.792955858,0.786323811,0.725852161,0.769543679,0.697094697,0.634118106,0.791746722,0.623814924,0.772295928,0.717988933,0.66311532,0.736353705,0.719015214,0.858591711,0.829706132,0.681295078,0.866722888,0.708432371,0.157181285,0.939342511
26,0.658170943,0.983778396,0.67845403,0.790646954,0.699161161,0.690917027,0.596257438,0.848481977,0.663418633,0.770430064,0.755372094,0.764518471,0.854956822,0.755407749,0.8138696,0.920801212,0.696984438,0.75558795,0.811718623,0.720946751,0.694931257,0.274157797,0.908194222
88,0.658363721,0.897840882,0.750187078,0.87245492,0.866153625,0.654417657,0.746442321,0.726218471,0.650471778,0.818373096,0.78455963,0.733156088,0.676357465,0.827554356,0.702281413,0.793817142,0.657606277,0.753191565,0.698704161,0.873411886,0.749228964,0.141504502,0.950809354
45,0.664049753,0.957650681,0.715059358,0.735190068,0.711237813,0.717990642,0.753332589,0.857782328,0.713745908,0.719432154,0.716872864,0.729445401,0.728478969,0.79054375,0.640027172,0.734995308,0.76103278,0.769358975,0.765596913,0.614827025,0.869215193,0.137163814,0.974502976
74,0.669100835,0.98448702,0.748913592,0.440998761,0.792431111,0.778819486,0.727752348,0.753919995,0.780167505,0.770118183,0.754202776,0.770512193,0.709507297,0.80164667,0.747220715,0.681792991,0.784253425,0.726566189,0.856622362,0.741572262,0.733479129,0.320685418,0.933236133
81,0.673039582,0.828633566,0.76861852,0.700977319,0.594556087,0.728892914,0.782531968,0.731957804,0.718932989,0.751067584,0.783766189,0.702439222,0.759430718,0.758712797,0.707724524,0.733177369,0.780635707,0.588023996,0.751103298,0.736043915,0.741757627,0.26481916,0.976005132
93,0.679511945,0.795687099,0.816347156,0.822447045,0.828589943,0.545615462,0.193865809,0.782715128,0.805045235,0.831606961,0.779134048,0.828097407,0.817909952,0.803554476,0.813506053,0.801193289,0.804433978,0.813174214,0.828856109,0.787924792,0.791129851,0.357513851,0.861566929
58,0.680744995,0.844747072,0.806212858,0.834269446,0.821703808,0.816958291,0.838809452,0.83789278,0.801603334,0.847292952,0.804419827,0.821625884,0.846818971,0.812950356,0.78388623,0.826740597,0.82805063,0.819460253,0.796849109,0.831669929,0.826927705,0.48615244,0.927950093
20,0.685039727,0.92925302,0.844841193,0.748156393,0.719333324,0.773097619,0.739595896,0.780117697,0.815281054,0.674034617,0.708236054,0.728765165,0.784620975,0.788933432,0.788064139,0.748862287,0.779196026,0.864035436,0.872812113,0.774227878,0.729562619,0.217780524,0.948356216
24,0.710010478,0.922362053,0.822407968,0.774036568,0.724040974,0.815303528,0.852704729,0.874354635,0.733221585,0.801710565,0.768241834,0.783838037,0.63277152,0.769021419,0.823776036,0.771002704,0.863950764,0.886489293,0.831658029,0.761924968,0.84295499,0.189621889,0.820115523
52,0.723657167,0.984022938,0.854935457,0.775128723,0.883726679,0.832355663,0.753976247,0.8680231,0.838378382,0.762247153,0.884141354,0.798404794,0.860150344,0.787353483,0.762026068,0.72922821,0.785784446,0.823070897,0.829964588,0.818526412,0.847044483,0.176916531,0.934120547
64,0.731056707,0.977181303,0.921041754,0.856249724,0.762972567,0.911768269,0.842591217,0.804970515,0.956490048,0.748245333,0.921692052,0.775929012,0.861266589,0.852901722,0.961214963,0.740316002,0.747783744,0.758552622,0.824928239,0.844422897,0.957650195,0.269752484,0.95493067
54,0.735702858,0.986141138,0.903009556,0.801771829,0.78899255,0.813112825,0.814594967,0.748290225,0.70365135,0.78175423,0.868674406,0.754429847,0.653953323,0.82773888,0.766634219,0.880902521,0.787592462,0.780256925,0.770086229,0.805418419,0.825474053,0.254863822,0.947096077
10,0.744598421,0.870011139,0.791387201,0.85276602,0.859358844,0.788041858,0.823898912,0.791478153,0.79640201,0.621471813,0.766864868,0.812961386,0.780164401,0.843053735,0.797057637,0.779996129,0.874920475,0.809771329,0.783316835,0.769572444,0.359531956,0.165131889,0.910006353
31,0.753338353,0.863549571,0.804410157,0.88987579,0.794174058,0.903994853,0.851649185,0.897705593,0.839665977,0.859572542,0.886696296,0.807599925,0.862666857,0.746323608,0.83002244,0.783701405,0.789967033,0.799514949,0.816616239,0.854670503,0.857761682,0.177632782,0.923070187
27,0.755250488,0.868242492,0.907202148,0.755398537,0.877681647,0.685486062,0.839678159,0.929871198,0.892957158,0.90633389,0.799741923,0.377930148,0.882762721,0.883479536,0.929517348,0.824143892,0.849083733,0.864120444,0.832443198,0.779740084,0.885361368,0.217938603,0.898809148
61,0.75722313,0.926092733,0.892511427,0.648782852,0.847200211,0.879140666,0.842061213,0.841566936,0.900241224,0.894000354,0.85255352,0.610719153,0.838829908,0.792131682,0.786399557,0.65758948,0.819132112,0.853117892,0.827653746,0.825188739,0.81743905,0.107693919,0.900952634
55,0.759171405,0.915431632,0.800814415,0.809566315,0.832758754,0.548343533,0.865540972,0.864040411,0.896645536,0.784300093,0.865878052,0.769731625,0.814944731,0.845040376,0.771107627,0.810923493,0.768982426,0.841352883,0.812029594,0.84031634,0.817291397,0.201092865,0.955553664
82,0.762272573,0.97866706,0.811483222,0.835455322,0.847051426,0.797112216,0.787134102,0.796960258,0.792444857,0.853011705,0.8492088,0.804617079,0.875771747,0.793145363,0.831037647,0.822276562,0.79253574,0.815546864,0.81603556,0.829466639,0.829165114,0.276734905,0.923476928
86,0.765395514,0.961795293,0.847070485,0.847088257,0.819317478,0.741304837,0.862055585,0.851200246,0.766880581,0.862634227,0.872677354,0.839169894,0.82725766,0.809514064,0.851878282,0.908546935,0.839220295,0.824695582,0.821600874,0.873811087,0.871322096,0.168006436,0.978243955
11,0.770398172,0.787510249,0.821833628,0.882798401,0.852537886,0.848815678,0.832895132,0.76139365,0.873836839,0.874346738,0.874477806,0.8616584,0.711332039,0.863118105,0.820714336,0.849700236,0.834982225,0.749557231,0.875774158,0.857594611,0.773548708,0.103503426,0.981009795
75,0.774736291,0.751621452,0.752113375,0.804607159,0.912353859,0.8600337,0.758199857,0.866813382,0.820543608,0.867213878,0.707823118,0.486845405,0.84386087,0.65904677,0.819933393,0.769711921,0.820585143,0.904017861,0.733083907,0.734553217,0.64486164,0.176803954,0.768966299
34,0.781382188,0.822400458,0.860955649,0.881518153,0.88382705,0.912405457,0.925288095,0.820571352,0.919169606,0.855503656,0.765136428,0.795826624,0.8853512,0.893882568,0.746700789,0.847767081,0.917665704,0.772281811,0.793316389,0.848240928,0.825796162,0.204161971,0.810891425
41,0.786600137,0.897322789,0.881051018,0.905361724,0.802351887,0.920094571,0.816415377,0.947270015,0.845182901,0.891892411,0.825565099,0.760779403,0.916816532,0.902102005,0.935403621,0.799964902,0.953248067,0.815951503,0.843669316,0.952168617,0.919829305,0.178564855,0.905423594
98,0.798424201,0.958111662,0.913605028,0.820164818,0.855855615,0.868280342,0.799550396,0.917403304,0.807943055,0.893234451,0.815740758,0.823312536,0.822930701,0.869407306,0.892620981,0.87612594,0.799012695,0.893198904,0.854543563,0.864684097,0.896171884,0.199888235,0.926984319
87,0.801698717,0.939966487,0.936454468,0.911365795,0.900412846,0.82813119,0.824457979,0.822266258,0.864531425,0.871379633,0.913014754,0.853388144,0.972545603,0.935099165,0.864596961,0.907099891,0.810182239,0.865041716,0.490724497,0.830809737,0.824885887,0.282140647,0.951601686
89,0.802229551,0.855722585,0.881339565,0.761386567,0.820696602,0.922147608,0.902579414,0.893754191,0.910085337,0.864713433,0.883044667,0.779128656,0.864924461,0.843558612,0.866364919,0.869969556,0.873703678,0.907849395,0.736284559,0.875675275,0.834444899,0.206787566,0.875197463
51,0.803685313,0.956128471,0.826775095,0.817662728,0.882873651,0.936245128,0.956578224,0.954500978,0.869072107,0.970848048,0.811315031,0.869776539,0.868448639,0.89807547,0.855402436,0.888933897,0.840368238,0.810324049,0.962330204,0.806219964,0.917446973,0.29117729,0.983396883
39,0.804700191,0.979449339,0.823913297,0.839175591,0.855289354,0.892732883,0.872594947,0.907851353,0.621293475,0.927408483,0.847242467,0.897088398,0.828776653,0.859024259,0.859752163,0.893361089,0.723936181,0.81063604,0.755203769,0.848923358,0.651000277,0.194599259,0.959421936
66,0.863485817,0.934608701,0.672559108,0.846645386,0.8736619,0.95247796,0.955743612,0.962080967,0.939486348,0.948882005,0.862033735,0.896085578,0.721585165,0.571014686,0.929396495,0.93425496,0.623721764,0.932654199,0.941437534,0.90058046,0.921463483,0.208387837,0.949380419
