,vbeta_0,vbeta_1,vu_1,vu_2,vu_3,vu_4,vu_5,vu_6,vu_7,vu_8,vu_9,vu_10,vu_11,vu_12,vu_13,vu_14,vu_15,vu_16,vu_17,vu_18,vu_19,sigma2_vu,rho
46,0.255981864,0.905021883,0.31806371,0.436576712,0.290197027,0.303787304,0.304052945,0.261127669,0.375363753,0.453863407,0.329283164,0.265883117,0.323222464,0.427876862,0.370233031,0.291133558,0.826034695,0.342455481,0.244695221,0.245991827,0.345507436,0.068262242,0.934571387
32,0.263402931,0.868074976,0.504359297,0.483324517,0.561724166,0.341058289,0.359126108,0.332795249,0.389679678,0.47457387,0.366214063,0.517153474,0.355961465,0.341105891,0.270543336,0.589852029,0.334740523,0.314053184,0.400826461,0.417595854,0.428290396,0.146571961,0.960800123
12,0.284110951,0.911242094,0.209676444,0.121298952,0.145175635,0.169133582,0.162750326,0.2514447,0.178418271,0.194651846,0.251957937,0.203602733,0.159942938,0.207805864,0.203422974,0.198466525,0.187536792,0.202474148,0.233946426,0.140124234,0.177033461,0.000780245,0.882935995
76,0.294175788,0.50225535,0.206840776,0.348746681,0.34084147,0.335219371,0.328324014,0.291300396,0.437657819,0.373409312,0.44790226,0.413875938,0.398148142,0.299055874,0.398381406,0.364332681,0.348577808,0.273995629,0.360813923,0.520809627,0.41954943,0.247556748,0.708389446
65,0.295562215,0.812324995,0.356830833,0.734154846,0.447332225,0.301575941,0.329806407,0.354559525,0.311936856,0.438101999,0.318783307,0.329338901,0.555477156,0.32707618,0.307877799,0.326207336,0.376035755,0.345495078,0.348322214,0.319978328,0.743673123,0.189180163,0.869659221
92,0.301847387,0.919322985,0.568134997,0.318022396,0.576131447,0.572047082,0.423544253,0.333703239,0.369971796,0.46790106,0.535905611,0.434660597,0.395997082,0.767941948,0.658630966,0.417844689,0.456353338,0.313251367,0.424652438,0.344476185,0.551119036,0.12663857,0.913821315
57,0.31860201,0.847335618,0.356472044,0.381133511,0.493046356,0.418689379,0.532008364,0.406503587,0.424502978,0.550394398,0.48987988,0.41293248,0.392559049,0.46013561,0.381985663,0.411483448,0.44377269,0.516698106,0.379895842,0.513242209,0.500436118,0.292203435,0.949838657
8,0.333347238,0.864610197,0.348351461,0.394787352,0.716188368,0.359098666,0.349186133,0.461194765,0.384394031,0.373071453,0.379895528,0.404476354,0.461710832,0.47930767,0.323091302,0.334993557,0.532963049,0.724155022,0.394597097,0.409858057,0.664216732,0.172542602,0.936376236
21,0.339702387,0.846416323,0.488830798,0.530416295,0.432300332,0.362441216,0.412460378,0.403213912,0.552996106,0.52860138,0.354296503,0.496314107,0.498340182,0.448879868,0.475647805,0.459453285,0.38395663,0.438331455,0.489997607,0.633347166,0.42802886,0.100711205,0.942832896
16,0.344620276,0.977744074,0.474736044,0.426549642,0.469852839,0.352494304,0.369763056,0.42744216,0.543486157,0.568768892,0.814642982,0.434098582,0.374266422,0.450600869,0.468859013,0.455765561,0.635865659,0.345161699,0.358980564,0.49454737,0.537629515,0.208131225,0.873186702
59,0.364692577,0.82325144,0.65379548,0.532709195,0.569320288,0.539471981,0.529634278,0.536647279,0.539698358,0.536682366,0.496038135,0.586334583,0.496616321,0.578038653,0.531903706,0.517654845,0.518072219,0.538323293,0.465246858,0.567785776,0.509556223,0.231914898,0.913424256
14,0.415536643,0.848438156,0.459307232,0.58361692,0.68438766,0.630627085,0.482012952,0.472567433,0.559584858,0.671426531,0.809557038,0.66282977,0.560865664,0.571602754,0.657075859,0.835962394,0.59659275,0.61024047,0.559152217,0.507837645,0.577870913,0.139805927,0.901890422
95,0.422177544,0.906601313,0.516390404,0.451109281,0.630278723,0.571116623,0.550049485,0.413765885,0.529198122,0.485725709,0.555250742,0.547932573,0.575617024,0.567833256,0.644034017,0.552636087,0.294315115,0.56895878,0.692341656,0.683525459,0.613689789,0.064765807,0.982949635
48,0.422345668,0.618692784,0.711645906,0.754427069,0.837538455,0.624782126,0.540065906,0.798883832,0.626000734,0.720485644,0.736272402,0.494059429,0.660607149,0.813219959,0.56128496,0.559272231,0.775510095,0.918110019,0.564977834,0.552141032,0.606544676,0.164282342,0.786581385
43,0.429601317,0.887991968,0.484482343,0.498680444,0.485665587,0.4743985,0.530611831,0.500114864,0.469544873,0.677521668,0.47905207,0.879208895,0.509380419,0.62977255,0.482487205,0.551655129,0.456134091,0.549838001,0.842603313,0.446664569,0.434952324,0.220705273,0.951676898
78,0.436813087,0.840415706,0.575754473,0.579599408,0.506418243,0.630943392,0.526950895,0.663355546,0.57105268,0.567140776,0.588964019,0.52563017,0.661841259,0.550084389,0.551225772,0.595019762,0.57342311,0.631288745,0.607087676,0.585433247,0.612636324,0.318423234,0.965469528
75,0.445225437,0.813579869,0.531990609,0.570974671,0.72650656,0.639320976,0.526334272,0.612251402,0.554121695,0.61503954,0.486368939,0.330405904,0.603832885,0.451912991,0.526447904,0.536813332,0.553670707,0.70984185,0.468596094,0.470738611,0.435627025,0.156074018,0.772531567
71,0.463106958,0.627981196,0.409601087,0.643657204,0.565963587,0.686231614,0.496459716,0.396407126,0.56677525,0.475760371,0.678088009,0.408960024,0.58404952,0.586731615,0.520206749,0.734737741,0.543470598,0.583157396,0.639489367,0.710272383,0.656559909,0.137047526,0.82628719
94,0.469055762,0.823871227,0.684772438,0.714718944,0.631081353,0.640814026,0.655837007,0.597813634,0.626515239,0.677030252,0.657056738,0.682628417,0.640878444,0.690179516,0.63549567,0.627830355,0.680281598,0.685106333,0.690276496,0.643262183,0.651337964,0.274899397,0.905786889
7,0.474227288,0.694363723,0.642172718,0.64046907,0.661973984,0.689100817,0.663336013,0.663071856,0.713698023,0.672196068,0.683997265,0.66926152,0.722162652,0.704292326,0.624227014,0.691883205,0.714460028,0.683698419,0.689008479,0.688146416,0.688113004,0.396642211,0.939541136
33,0.47433992,0.838257429,0.534743457,0.529881621,0.762054027,0.654343127,0.847042069,0.676836308,0.527525857,0.499187743,0.581012985,0.66841648,0.542657582,0.804893,0.629801587,0.598459491,0.885724263,0.668496609,0.647617339,0.562379846,0.593852726,0.181494612,0.954583891
53,0.478499466,0.696041501,0.699799809,0.463753587,0.687995857,0.782278763,0.753146259,0.760738273,0.546864669,0.720413898,0.786682022,0.699318192,0.537665625,0.767868624,0.708918447,0.63325499,0.671459101,0.92791042,0.728144713,0.713300463,0.764776421,0.166450107,0.968919469
49,0.487415023,0.757659114,0.507154157,0.48352383,0.782504328,0.645901209,0.636444323,0.573987905,0.649795861,0.740048391,0.544611271,0.601452234,0.577059246,0.495596653,0.502967494,0.558667132,0.480223771,0.587631676,0.473189031,0.522611307,0.55107207,0.192568492,0.904923947
56,0.494263176,0.712100124,0.657210966,0.883167357,0.888504903,0.832015774,0.576847955,0.83018499,0.637960731,0.739607409,0.759134399,0.612365081,0.701940686,0.567743083,0.730959072,0.583296797,0.827801841,0.615647555,0.60007179,0.717513173,0.536443345,0.113507012,0.935700901
60,0.500814941,0.926283172,0.591655301,0.573833054,0.61360075,0.554064996,0.638867769,0.601256793,0.643749783,0.582704668,0.577415185,0.594189545,0.645721873,0.61586329,0.618721688,0.44748248,0.60829989,0.548443361,0.637220948,0.621212564,0.611955556,0.220321788,0.989399755
36,0.500961102,0.844199523,0.663467689,0.675321251,0.646368158,0.612556482,0.640318103,0.640052119,0.66218342,0.632107996,0.652359203,0.781867742,0.664928399,0.380983499,0.704189618,0.636987241,0.654172016,0.620221894,0.652155843,0.651345238,0.638495854,0.219692763,0.931279692
6,0.506099076,0.828574486,0.700943366,0.705988994,0.68364243,0.708744424,0.696331614,0.698498649,0.717613139,0.604792756,0.696421456,0.691095784,0.657901102,0.710743493,0.648709872,0.688467847,0.706703141,0.658022817,0.73214001,0.682592309,0.655141302,0.302483088,0.963276111
47,0.506276167,0.781763805,0.649602391,0.671424006,0.636890231,0.634363741,0.451595982,0.529399894,0.589879072,0.693787108,0.595615513,0.620888008,0.610139537,0.555935737,0.626563601,0.606560552,0.68157627,0.612424373,0.571670759,0.509009383,0.618859043,0.346961298,0.861935628
85,0.512440127,0.857040889,0.739184189,0.732012776,0.629281807,0.683634449,0.530392641,0.654736613,0.684062011,0.693773429,0.567734701,0.684047908,0.646160885,0.785565605,0.781787388,0.731288051,0.678406371,0.556064724,0.676913371,0.506727952,0.689301717,0.143437574,0.953735797
35,0.5164213,0.771559453,0.530060821,0.588052552,0.569339626,0.615834175,0.606636058,0.529746055,0.759254012,0.647088998,0.605134391,0.552406216,0.549673291,0.515891846,0.594687076,0.579637979,0.638522237,0.295371074,0.627334057,0.587271392,0.59911304,0.148618587,0.936940786
19,0.519973284,0.819927986,0.625015712,0.620662402,0.684714734,0.48699181,0.711512144,0.663011611,0.708538592,0.654351434,0.626714924,0.694677126,0.549105524,0.616258008,0.687418644,0.579268144,0.651383814,0.646041687,0.525708629,0.636616106,0.697777592,0.221683146,0.93742549
22,0.532687279,0.716706764,0.781328996,0.665373525,0.756063062,0.742293298,0.734422439,0.707931402,0.769128791,0.727404762,0.73083668,0.658664641,0.738126177,0.762603296,0.679532854,0.750307379,0.667783422,0.77709097,0.721171777,0.76622368,0.731025496,0.287384628,0.942570063
45,0.534056786,0.880913617,0.56985004,0.620077708,0.575352321,0.600486517,0.643414596,0.780699048,0.596880493,0.573545912,0.586853467,0.611155334,0.614275268,0.671765895,0.543699407,0.637717556,0.658893238,0.657385185,0.638825732,0.563630746,0.827538502,0.130478672,0.976192336
100,0.554640677,0.931163518,0.4962168,0.516801357,0.648967046,0.65434083,0.620594277,0.176101609,0.663075017,0.633013772,0.621815926,0.650648514,0.61195752,0.67028765,0.659361923,0.669067184,0.658976817,0.621443024,0.621385454,0.584769779,0.62983743,0.126295696,0.845180738
68,0.559066081,0.935697896,0.725253128,0.656914317,0.711840334,0.688835111,0.688342161,0.64831234,0.458383724,0.649670657,0.680819199,0.642964674,0.662509409,0.629209316,0.777608496,0.71610985,0.699038079,0.649187947,0.661204076,0.550202295,0.668208785,0.195951969,0.978359059
73,0.561229119,0.911626073,0.463572614,0.689479166,0.65613369,0.629157012,0.646902725,0.696886106,0.686992804,0.662236105,0.7417179,0.747918725,0.689190569,0.662565959,0.649224917,0.694112984,0.620316984,0.671097471,0.882503162,0.709555268,0.634582024,0.197393244,0.976063809
91,0.573809885,0.756601129,0.845246257,0.748274053,0.747227606,0.815164124,0.751468996,0.765059788,0.729132205,0.795677168,0.752132111,0.757220214,0.77562418,0.736363413,0.706764017,0.72456196,0.76992775,0.693340182,0.770097579,0.767955116,0.766742577,0.326809635,0.913663179
15,0.583549331,0.87917363,0.881913457,0.632707804,0.652508716,0.713099379,0.66042987,0.68677248,0.623488807,0.720749683,0.643144293,0.796588167,0.682944949,0.715881742,0.602399309,0.519935233,0.788334414,0.802914591,0.616110423,0.640116419,0.66079966,0.202736573,0.882925069
17,0.588296329,0.951137072,0.626231883,0.682901818,0.794405597,0.855522615,0.818800104,0.875608836,0.635469497,0.619279998,0.80193903,0.640505023,0.763423153,0.836144563,0.643169762,0.677749088,0.630781749,0.831093711,0.645505958,0.09548922,0.844887918,0.087172736,0.730900178
9,0.590156402,0.961243351,0.758975595,0.696304099,0.708876607,0.827846544,0.726213249,0.72440675,0.749723437,0.782570064,0.792418215,0.746539602,0.765653481,0.75641872,0.745549498,0.744096759,0.781087139,0.778066703,0.799295751,0.751492777,0.720573489,0.432975747,0.888332985
62,0.592654176,0.895305954,0.751164957,0.775592003,0.763689981,0.706805732,0.746587186,0.681705111,0.61910041,0.767456249,0.61768676,0.742884181,0.6853838,0.648870184,0.717546427,0.69544582,0.829135359,0.797091806,0.651420673,0.836574496,0.683857709,0.155991198,0.938245236
18,0.595008888,0.800950829,0.665550221,0.712972602,0.771904073,0.634927151,0.626638876,0.80996579,0.567762994,0.8621726,0.70703877,0.782960272,0.72902459,0.900561702,0.765719424,0.768171011,0.699087052,0.752854524,0.692734338,0.762254936,0.941354013,0.127136376,0.984046026
13,0.598696366,0.861208477,0.716894001,0.729381293,0.765161377,0.724042975,0.757441277,0.410822909,0.732278741,0.701102321,0.766394358,0.713279924,0.731276914,0.742427267,0.683507608,0.75952357,0.783563856,0.76398287,0.768570178,0.760578157,0.77181067,0.228962062,0.954467903
23,0.599426772,0.854803772,0.741917595,0.772472609,0.802566999,0.767618468,0.527042174,0.832967725,0.777310252,0.758664794,0.670722247,0.497094027,0.711489586,0.768066676,0.694593549,0.68895149,0.827533328,0.739189482,0.735341904,0.736753416,0.782937691,0.138928047,0.971990007
90,0.603101946,0.77127934,0.708480548,0.768760625,0.815213011,0.785695323,0.650928887,0.774353007,0.78830461,0.663886094,0.803936362,0.750221273,0.743375452,0.762299443,0.720717134,0.801014632,0.769184487,0.692070647,0.827832458,0.78269841,0.781686417,0.164506423,0.929413156
2,0.603755887,0.824878847,0.852791318,0.802925075,0.856256858,0.712632955,0.768875652,0.794680547,0.898364761,0.603164618,0.766441733,0.71261743,0.716655768,0.809625836,0.717842625,0.744955645,0.598814562,0.693507022,0.59928451,0.778347082,0.832735985,0.096996299,0.847020574
82,0.604471825,0.404168423,0.659445474,0.728235575,0.687526969,0.645372016,0.623651928,0.623541126,0.6395068,0.719914865,0.758838756,0.634295561,0.773876893,0.625184651,0.766428102,0.830630244,0.624173947,0.695086397,0.631504721,0.728251832,0.607397435,0.269170616,0.924313105
96,0.607093056,0.884955864,0.738619602,0.649653487,0.739319489,0.586435466,0.726605196,0.712500402,0.725711957,0.687567426,0.744135359,0.73984847,0.682455453,0.73056658,0.743715239,0.729073982,0.723435884,0.731521854,0.82893857,0.744993161,0.761303119,0.300969974,0.960665694
83,0.60739453,0.846052555,0.628857079,0.725632328,0.638144413,0.631848487,0.711891597,0.714916023,0.612009085,0.650557484,0.62737166,0.673907773,0.703002182,0.634295812,0.712193798,0.740649242,0.649012025,0.748977913,0.666412791,0.704014863,0.770024036,0.30652373,0.941348695
97,0.607783986,0.829019429,0.818281227,0.751714347,0.716351168,0.87162904,0.704273044,0.646252338,0.874326736,0.649962791,0.78738677,0.820032286,0.639012115,0.948422891,0.644404865,0.782467314,0.768622698,0.873447866,0.737169665,0.836402136,0.89747329,0.213388754,0.950138345
1,0.611556959,0.90195649,0.655816089,0.558206502,0.669314465,0.643133661,0.737861502,0.635063513,0.722485547,0.723367008,0.640964491,0.671320382,0.700727021,0.614425765,0.753155664,0.777064207,0.631045324,0.652694112,0.633912952,0.718142887,0.707119313,0.20911138,0.978886948
70,0.612090753,0.875397793,0.745789734,0.761712707,0.756722058,0.787148368,0.766052099,0.737292518,0.778144163,0.747628352,0.81006575,0.757159911,0.769846902,0.800356406,0.781386009,0.726978279,0.756965485,0.784578769,0.734344461,0.722779073,0.748469312,0.426958566,0.933546261
40,0.61963092,0.663521869,0.615857378,0.907612768,0.773028901,0.76159584,0.879002537,0.806587364,0.690645257,0.837929144,0.835140654,0.654270973,0.748846891,0.771475967,0.862779909,0.729534632,0.915142856,0.778882616,0.705769236,0.762122024,0.636078188,0.208096147,0.96068658
26,0.622764648,0.922324249,0.648421342,0.745624908,0.667767805,0.655966959,0.664433671,0.81917201,0.625833735,0.737260906,0.716276066,0.739779571,0.822493887,0.729868859,0.77897864,0.935011363,0.661590693,0.716864447,0.779888538,0.685573519,0.668096893,0.275731673,0.913840911
80,0.623439935,0.760279696,0.896189861,0.903580653,0.772669433,0.860414221,0.648355189,0.76279286,0.894092008,0.824376881,0.690475442,0.70564246,0.676320543,0.688061335,0.737176084,0.831293729,0.792524854,0.674442737,0.739562996,0.769480288,0.755360785,0.192978278,0.923190656
29,0.632170336,0.965528655,0.645560133,0.727146434,0.831892097,0.922581981,0.698833803,0.92201024,0.71570696,0.724761702,0.642192647,0.766733534,0.637322156,0.781259269,0.6900728,0.815129786,0.718694886,0.775125801,0.68520227,0.645673088,0.937890438,0.23040885,0.892607886
84,0.636687431,0.812977371,0.497875446,0.625682357,0.66907032,0.635540842,0.666834542,0.339449331,0.660301168,0.663213057,0.622524213,0.868649104,0.663348766,0.67658986,0.670946127,0.668539563,0.717736074,0.520091095,0.648474421,0.685836216,0.731045511,0.190304271,0.814749922
52,0.64264451,0.936098348,0.834073634,0.68841084,0.833542543,0.783262,0.668061946,0.812314183,0.768334305,0.684464383,0.821400661,0.721741722,0.840298153,0.699124481,0.678626547,0.642574839,0.708870725,0.759934335,0.754507544,0.731573685,0.827804643,0.171304689,0.935198819
4,0.654835285,0.783287588,0.80758101,0.802706157,0.809955388,0.827109248,0.819539487,0.795475436,0.823766503,0.828857571,0.86878003,0.794217536,0.822227113,0.836714113,0.845803405,0.801100276,0.882080739,0.461070661,0.82648042,0.823205517,0.839354541,0.386889291,0.891726183
81,0.657575594,0.820339117,0.757116126,0.691335229,0.58339828,0.719574298,0.772023212,0.721591598,0.708398095,0.740498844,0.771434355,0.694802271,0.745094501,0.74687331,0.696455163,0.723807956,0.76833394,0.583920892,0.741723194,0.722589082,0.731209357,0.264161606,0.97597804
88,0.664138163,0.860063067,0.755877893,0.86868188,0.871120991,0.657299173,0.752225105,0.728989983,0.6509708,0.825204913,0.790853266,0.7372138,0.677623489,0.837181096,0.704677857,0.801360913,0.658205639,0.762128438,0.702666119,0.886919567,0.757067951,0.142742695,0.950893906
38,0.668383707,0.655029297,0.829738002,0.671109585,0.78041778,0.920734122,0.711553007,0.743991597,0.674699726,0.718241927,0.663834906,0.846190478,0.670517681,0.717829704,0.908871394,0.695800377,0.212953379,0.772962855,0.852893235,0.745759212,0.631462544,0.234193262,0.929545745
58,0.671364558,0.838963657,0.806989008,0.829851911,0.822472228,0.81565904,0.836269603,0.82774131,0.802214233,0.848091832,0.803728538,0.817041769,0.845063778,0.814036801,0.78266208,0.823541685,0.824834783,0.818558208,0.796424047,0.830935472,0.828542387,0.486058296,0.928045358
93,0.672024218,0.797912773,0.809699578,0.828194447,0.83113804,0.537198703,0.228237529,0.778155644,0.818014929,0.832033043,0.783399008,0.825744473,0.815321447,0.810833157,0.809678076,0.798112627,0.806967443,0.811204697,0.829896977,0.745481637,0.792092427,0.37548168,0.868864329
20,0.67246716,0.935378871,0.835117214,0.736767066,0.711837376,0.737748154,0.730427459,0.768323536,0.811835108,0.660751448,0.706024408,0.719466624,0.766589691,0.78094805,0.776127683,0.733974339,0.794133433,0.859714788,0.881219147,0.763536956,0.713833317,0.21758853,0.949657654
24,0.677845617,0.920292147,0.798564113,0.740003647,0.691174349,0.78871166,0.83902368,0.882680575,0.755112223,0.768726096,0.734812191,0.755467024,0.665381577,0.76087169,0.797830209,0.735266454,0.841433071,0.874445848,0.801933201,0.730975319,0.81716387,0.189691853,0.820209205
74,0.689735054,0.967440623,0.754592097,0.449775438,0.816334826,0.807502353,0.741306517,0.767058067,0.797516094,0.76930471,0.768651871,0.784029026,0.718280413,0.817865257,0.761733435,0.670849037,0.797832935,0.742846349,0.859877709,0.756232455,0.748721392,0.322434371,0.931804139
69,0.710938115,0.85159648,0.835382117,0.832351917,0.741788739,0.797338797,0.730125013,0.770700858,0.509718582,0.789744864,0.865048321,0.751977506,0.794114741,0.841725223,0.754915226,0.736606691,0.727913412,0.786118345,0.765668123,0.786070672,0.766272651,0.258706268,0.882536197
54,0.717608036,0.940765008,0.892912478,0.797615786,0.774553038,0.785781814,0.800835886,0.732017328,0.716119604,0.767208033,0.861713345,0.727015853,0.64905859,0.824356985,0.742790609,0.870312094,0.762432054,0.760834669,0.761973098,0.796966524,0.815671959,0.254188785,0.946780543
63,0.721652688,0.873466237,0.731421157,0.818167892,0.742208069,0.821227245,0.767346432,0.778028769,0.780230765,0.831884151,0.844048645,0.841415599,0.810366523,0.860530292,0.78914528,0.776578233,0.795476725,0.800795657,0.760530188,0.779285656,0.802644057,0.236841068,0.971421345
64,0.725446495,0.940266743,0.922463421,0.853864185,0.757000481,0.917668256,0.838829592,0.80216313,0.961727538,0.743277929,0.917238349,0.770294392,0.862629557,0.849328422,0.968724559,0.736422534,0.739653261,0.759465936,0.824839876,0.842971876,0.960241194,0.269930201,0.954895387
61,0.738809189,0.885002159,0.902595452,0.631461271,0.839373537,0.870144534,0.824190986,0.817526139,0.920720987,0.913497055,0.843505586,0.532121956,0.830311384,0.752244578,0.764645504,0.650294766,0.812621838,0.855884878,0.815701989,0.82660794,0.782078057,0.105769905,0.902599506
31,0.744390437,0.849792212,0.815224795,0.901331255,0.785597858,0.90454779,0.847909732,0.89852733,0.838683008,0.861675083,0.885636035,0.796185401,0.864453651,0.732572272,0.820957736,0.797074795,0.780800237,0.790469273,0.821835665,0.850320616,0.850223506,0.177720569,0.923211161
27,0.745249305,0.843812875,0.904935979,0.748539332,0.874169503,0.687974477,0.836413653,0.930622901,0.89135705,0.905937845,0.795419897,0.455204408,0.882752417,0.880005989,0.929918985,0.815239456,0.853375716,0.862709714,0.829510078,0.771257443,0.883878646,0.224146157,0.908253806
87,0.747737822,0.883789752,0.908432424,0.891649942,0.887763456,0.775309975,0.772847937,0.786909384,0.820217691,0.827661933,0.889248247,0.808437732,0.965776681,0.908742722,0.816119872,0.87264827,0.76060855,0.819701743,0.557945058,0.786234032,0.781843618,0.288800859,0.95191366
98,0.751755273,0.938641763,0.893905542,0.760038497,0.889487218,0.833668498,0.74374562,0.877473858,0.752477111,0.870319216,0.758723878,0.772182052,0.858242048,0.819498488,0.901304918,0.903152133,0.837477959,0.909477661,0.806504682,0.831572921,0.853237588,0.19930601,0.928678108
55,0.759682111,0.907568126,0.807575709,0.808756658,0.827581638,0.529610528,0.85040143,0.861433491,0.895556112,0.789867282,0.855958823,0.774289649,0.814156319,0.849640897,0.773779208,0.816929306,0.781048971,0.846371538,0.821719279,0.83782999,0.813295028,0.20096097,0.956411345
10,0.762078883,0.820610051,0.799932806,0.869542772,0.874798758,0.796476489,0.828204425,0.799321568,0.802527298,0.654076095,0.775001822,0.8293595,0.796034243,0.853892121,0.805828258,0.793834517,0.879451234,0.818040141,0.785532638,0.779724095,0.571615409,0.181624117,0.933769674
86,0.762191269,0.928809113,0.847805427,0.841704176,0.831214112,0.743385132,0.857882905,0.860277767,0.772319294,0.857924421,0.872862974,0.841319062,0.831871328,0.809114824,0.847110422,0.904136209,0.838167879,0.849529652,0.842430116,0.86776509,0.869385237,0.167959339,0.978483277
34,0.763675333,0.79477205,0.856727601,0.878507203,0.869287236,0.907189802,0.929859339,0.804821778,0.916610879,0.836457272,0.7503629,0.792100901,0.872988886,0.884629913,0.73677855,0.837801749,0.90834747,0.754328052,0.78145961,0.832060856,0.813637739,0.203077789,0.811642195
11,0.773066585,0.758419955,0.830714676,0.888290838,0.852581839,0.853176543,0.840259948,0.756571339,0.872811124,0.872632899,0.877764227,0.867329436,0.702741544,0.848232947,0.831122993,0.856928545,0.83823056,0.743534174,0.875777409,0.847034514,0.768836996,0.103553822,0.980758818
39,0.798279388,0.933966894,0.815813532,0.828373493,0.850727578,0.892718074,0.874447638,0.914264713,0.6201341,0.919005645,0.846318145,0.884606376,0.818703854,0.837868753,0.856740309,0.899221302,0.715550097,0.792847857,0.73318837,0.839622038,0.641001175,0.194369479,0.958861724
25,0.813121703,0.981719169,0.852098898,0.974679886,0.680743967,0.815096579,0.902006763,0.928983861,0.900721499,0.827256279,0.815931658,0.756748053,0.813126948,0.860231742,0.949701452,0.891362376,0.711483787,0.858612288,0.909752061,0.829708126,0.777213778,0.294126255,0.927208181
41,0.823048174,0.889825687,0.904708317,0.931768028,0.82202987,0.939264254,0.838166658,0.95253973,0.880556269,0.91351607,0.872361959,0.785722296,0.912321724,0.927897558,0.951470239,0.815448222,0.957007608,0.834924586,0.879057314,0.945829402,0.928252067,0.181109867,0.90383828
51,0.842790203,0.956818209,0.861701629,0.849296665,0.907879377,0.909269764,0.946720379,0.96401207,0.888380403,0.963292047,0.846254155,0.892663565,0.893439551,0.918991969,0.882232338,0.911643543,0.873561076,0.843017737,0.954591893,0.838860495,0.895117965,0.292849575,0.983303414
89,0.855231839,0.83689002,0.917431439,0.681908785,0.913533406,0.894803184,0.869096913,0.870508477,0.881227954,0.887394757,0.892697064,0.696249537,0.880272547,0.905536624,0.864765824,0.796538917,0.846735222,0.921527974,0.659053958,0.856612375,0.889046462,0.206845629,0.875842462
66,0.876635748,0.931681204,0.669082406,0.839482718,0.87880267,0.96988722,0.963172707,0.965439593,0.947020288,0.956754639,0.868949638,0.902311658,0.710008152,0.585219267,0.936116614,0.936128793,0.609993205,0.94064389,0.952295356,0.905365424,0.927865315,0.209847088,0.949747483
5,0.887886506,0.934457431,0.952364048,0.911790932,0.93590192,0.911531105,0.641285344,0.91137835,0.900244713,0.939319285,0.92094019,0.922646627,0.924875678,0.832299203,0.878068106,0.91733994,0.931190634,0.932703886,0.924754968,0.931081915,0.929205325,0.224876814,0.97736166
